disruption_id,service_code,operator,disruption_type,start_time,duration_min,severity,affected_stops,resolved
D009356,N12,MidCity Transit,Flooding,2024-12-10 00:28:00,99,Low,15,True
D009357,N2,NightLine Ltd,Vehicle Breakdown,2024-11-30 04:53:00,158,High,1,False
D009358,N17,MidCity Transit,Road Closure,2024-12-24 22:00:00,54,Low,9,False
D009359,N22,NightLine Ltd,Road Closure,2024-11-28 04:57:00,5,Medium,18,True
D009360,N27,UrbanNight Express,Flooding,2024-10-24 23:03:00,179,Medium,16,True
D009361,N23,NightLine Ltd,Special Event,2024-12-13 02:58:00,53,Low,16,True
D009362,N17,NightLine Ltd,Special Event,2024-10-16 00:21:00,97,High,2,True
D009363,N2,Capital Night Buses,Road Closure,2024-11-02 02:53:00,112,Low,10,True
D009364,N19,NightLine Ltd,Road Closure,2024-10-13 03:37:00,117,Low,2,True
D009365,N5,NightLine Ltd,Vehicle Breakdown,2024-10-24 04:51:00,129,Low,10,True
D009366,N30,UrbanNight Express,Accident,2024-11-13 02:25:00,172,Medium,5,True
D009367,N3,NightLine Ltd,Vehicle Breakdown,2024-12-27 23:05:00,22,Low,14,True
D009368,N19,Capital Night Buses,Flooding,2024-10-18 02:50:00,96,Low,9,True
D009369,N29,StarRoute Services,Special Event,2024-10-05 03:15:00,49,Low,4,True
D009370,N19,StarRoute Services,Police Incident,2024-11-30 00:10:00,177,High,8,True
D009371,N15,StarRoute Services,Road Closure,2024-12-20 01:06:00,154,Low,3,False
D009372,N2,NightLine Ltd,Special Event,2024-12-08 23:13:00,29,High,13,False
D009373,N14,UrbanNight Express,Flooding,2024-10-22 01:52:00,139,High,9,True
D009374,N19,Capital Night Buses,Road Closure,2024-12-04 02:07:00,145,High,3,True
D009375,N9,NightLine Ltd,Flooding,2024-12-08 00:34:00,61,Medium,8,True
D009376,N16,MidCity Transit,Police Incident,2024-12-04 05:33:00,49,High,5,True
D009377,N20,UrbanNight Express,Accident,2024-12-14 01:57:00,163,Low,13,True
D009378,N28,MidCity Transit,Road Closure,2024-12-28 01:00:00,97,Low,7,True
D009379,N29,UrbanNight Express,Flooding,2024-12-07 01:27:00,30,Low,7,False
D009380,N10,NightLine Ltd,Vehicle Breakdown,2024-10-28 22:22:00,17,Low,18,True
D009381,N6,StarRoute Services,Road Closure,2024-12-24 05:49:00,13,Low,1,True
D009382,N10,UrbanNight Express,Police Incident,2024-10-21 05:08:00,75,Low,9,True
D009383,N22,NightLine Ltd,Road Closure,2024-11-19 01:29:00,84,High,7,True
D009384,N2,UrbanNight Express,Road Closure,2024-11-20 05:42:00,170,Low,19,True
D009385,N3,StarRoute Services,Road Closure,2024-10-23 03:00:00,24,Medium,15,True
D009386,N30,Capital Night Buses,Flooding,2024-12-24 01:58:00,59,High,14,True
D009387,N3,NightLine Ltd,Special Event,2024-12-10 02:48:00,114,Low,6,True
D009388,N20,MidCity Transit,Accident,2024-10-08 05:54:00,48,Medium,19,True
D009389,N14,MidCity Transit,Police Incident,2024-10-13 02:26:00,166,High,14,True
D009390,N2,NightLine Ltd,Road Closure,2024-10-12 05:44:00,173,Low,19,True
D009391,N19,Capital Night Buses,Road Closure,2024-11-24 02:05:00,41,Medium,13,True
D009392,N21,NightLine Ltd,Special Event,2024-11-23 04:35:00,138,Medium,5,False
D009393,N3,Capital Night Buses,Special Event,2024-12-14 02:57:00,83,High,14,True
D009394,N1,MidCity Transit,Flooding,2024-10-07 22:14:00,177,Low,2,True
D009395,N6,NightLine Ltd,Vehicle Breakdown,2024-11-27 00:33:00,29,High,12,True
D009396,N19,Capital Night Buses,Flooding,2024-11-25 01:12:00,46,Low,1,True
D009397,N6,UrbanNight Express,Special Event,2024-11-24 22:11:00,59,Medium,17,False
D009398,N5,MidCity Transit,Vehicle Breakdown,2024-11-24 03:56:00,20,High,13,True
D009399,N4,NightLine Ltd,Special Event,2024-10-23 03:39:00,74,Medium,2,True
D009400,N5,StarRoute Services,Flooding,2024-12-13 02:07:00,27,Low,15,True
D009401,N20,NightLine Ltd,Special Event,2024-12-21 23:14:00,72,Low,6,True
D009402,N9,StarRoute Services,Vehicle Breakdown,2024-11-30 00:56:00,60,Low,13,True
D009403,N12,NightLine Ltd,Road Closure,2024-12-03 23:51:00,123,Medium,17,False
D009404,N27,Capital Night Buses,Vehicle Breakdown,2024-12-18 00:26:00,52,Medium,15,True
D009405,N1,UrbanNight Express,Vehicle Breakdown,2024-10-02 02:23:00,87,Low,14,True
D009406,N16,NightLine Ltd,Special Event,2024-11-17 00:43:00,10,Medium,15,True
D009407,N14,MidCity Transit,Police Incident,2024-11-12 01:50:00,155,Low,13,True
D009408,N22,StarRoute Services,Vehicle Breakdown,2024-12-08 03:21:00,107,Low,2,False
D009409,N26,UrbanNight Express,Vehicle Breakdown,2024-12-31 02:41:00,170,Medium,5,False
D009410,N27,Capital Night Buses,Police Incident,2024-12-09 04:31:00,104,High,12,True
D009411,N27,UrbanNight Express,Accident,2024-12-24 23:04:00,14,Low,4,True
D009412,N24,StarRoute Services,Accident,2024-10-13 22:58:00,121,Low,8,True
D009413,N2,StarRoute Services,Accident,2024-11-16 04:28:00,97,Low,9,True
D009414,N10,MidCity Transit,Vehicle Breakdown,2024-10-27 22:08:00,68,Low,5,True
D009415,N23,Capital Night Buses,Special Event,2024-12-18 23:48:00,80,High,9,True
D009416,N15,StarRoute Services,Road Closure,2024-10-07 02:22:00,56,Medium,5,True
D009417,N24,MidCity Transit,Road Closure,2024-10-22 22:00:00,37,Medium,15,True
D009418,N14,StarRoute Services,Special Event,2024-10-05 01:12:00,145,Low,1,True
D009419,N24,StarRoute Services,Accident,2024-12-07 01:16:00,76,Medium,12,True
D009420,N14,MidCity Transit,Road Closure,2024-10-07 04:32:00,144,Low,9,True
D009421,N5,UrbanNight Express,Flooding,2024-10-02 05:50:00,172,Low,10,True
D009422,N9,StarRoute Services,Police Incident,2024-12-27 04:04:00,33,High,11,True
D009423,N30,UrbanNight Express,Flooding,2024-12-13 23:46:00,75,Medium,10,True
D009424,N19,NightLine Ltd,Special Event,2024-12-29 00:10:00,155,Low,9,True
D009425,N19,UrbanNight Express,Special Event,2024-10-26 01:10:00,35,Low,15,True
D009426,N21,Capital Night Buses,Accident,2024-11-20 03:14:00,143,Low,7,True
D009427,N28,StarRoute Services,Road Closure,2024-11-10 05:58:00,133,Low,16,True
D009428,N11,Capital Night Buses,Police Incident,2024-11-23 23:52:00,123,Low,1,True
D009429,N3,NightLine Ltd,Vehicle Breakdown,2024-12-27 22:27:00,172,Low,18,True
D009430,N8,StarRoute Services,Special Event,2024-10-15 22:45:00,171,Medium,6,True
D009431,N19,NightLine Ltd,Vehicle Breakdown,2024-11-12 01:27:00,92,Low,10,True
D009432,N4,NightLine Ltd,Police Incident,2024-11-02 01:53:00,172,Low,10,True
D009433,N23,StarRoute Services,Accident,2024-10-30 23:19:00,5,Medium,14,True
D009434,N13,StarRoute Services,Accident,2024-12-20 04:58:00,12,Medium,8,True
D009435,N13,UrbanNight Express,Police Incident,2024-11-06 05:07:00,23,Low,5,True
D009436,N30,UrbanNight Express,Police Incident,2024-10-18 03:47:00,112,Medium,8,True
D009437,N26,Capital Night Buses,Road Closure,2024-11-28 22:06:00,75,Medium,17,True
D009438,N3,Capital Night Buses,Police Incident,2024-10-07 04:36:00,126,Low,19,True
D009439,N16,NightLine Ltd,Police Incident,2024-12-11 00:59:00,49,Medium,18,True
D009440,N8,MidCity Transit,Accident,2024-10-08 22:05:00,173,Low,10,True
D009441,N21,NightLine Ltd,Accident,2024-10-12 05:01:00,163,Medium,5,True
D009442,N17,MidCity Transit,Vehicle Breakdown,2024-10-07 22:56:00,100,High,11,True
D009443,N17,Capital Night Buses,Police Incident,2024-11-05 04:49:00,163,High,9,True
D009444,N20,Capital Night Buses,Vehicle Breakdown,2024-11-02 05:10:00,144,High,5,True
D009445,N2,NightLine Ltd,Accident,2024-11-08 03:50:00,160,Low,14,True
D009446,N28,StarRoute Services,Accident,2024-11-28 23:28:00,58,Medium,2,True
D009447,N10,StarRoute Services,Accident,2024-12-14 02:14:00,39,High,9,True
D009448,N4,StarRoute Services,Flooding,2024-11-02 01:04:00,7,Low,12,True
D009449,N4,StarRoute Services,Flooding,2024-11-23 23:08:00,96,Medium,13,True
D009450,N2,MidCity Transit,Special Event,2024-10-19 04:43:00,157,Low,6,True
D009451,N8,UrbanNight Express,Police Incident,2024-11-24 03:13:00,153,Low,10,True
D009452,N11,NightLine Ltd,Police Incident,2024-10-04 03:23:00,67,High,3,True
D009453,N17,Capital Night Buses,Accident,2024-10-10 03:15:00,115,Medium,15,True
D009454,N18,StarRoute Services,Special Event,2024-11-19 05:43:00,123,Medium,8,True
D009455,N22,Capital Night Buses,Police Incident,2024-12-19 05:18:00,89,Low,7,True
D009456,N3,MidCity Transit,Special Event,2024-12-28 03:57:00,116,Low,18,False
D009457,N30,NightLine Ltd,Police Incident,2024-12-23 02:25:00,167,Low,2,True
D009458,N7,StarRoute Services,Road Closure,2024-10-26 02:34:00,21,Low,13,True
D009459,N16,Capital Night Buses,Vehicle Breakdown,2024-11-08 23:57:00,115,Low,7,True
D009460,N25,MidCity Transit,Police Incident,2024-12-18 04:19:00,72,Low,4,True
D009461,N10,UrbanNight Express,Special Event,2024-12-06 22:22:00,135,Low,12,True
D009462,N12,Capital Night Buses,Flooding,2024-10-01 05:10:00,53,Low,18,True
D009463,N26,UrbanNight Express,Police Incident,2024-10-25 23:32:00,6,Low,1,True
D009464,N12,Capital Night Buses,Special Event,2024-11-02 05:10:00,85,Medium,4,False
D009465,N7,StarRoute Services,Flooding,2024-12-10 00:02:00,122,Low,18,True
D009466,N9,StarRoute Services,Flooding,2024-11-21 23:02:00,37,Low,14,False
D009467,N11,NightLine Ltd,Road Closure,2024-12-27 03:20:00,136,Medium,12,True
D009468,N20,StarRoute Services,Vehicle Breakdown,2024-10-26 04:54:00,59,Medium,17,True
D009469,N3,NightLine Ltd,Accident,2024-11-04 04:03:00,11,High,4,True
D009470,N25,UrbanNight Express,Road Closure,2024-12-18 01:58:00,166,Low,14,True
D009471,N2,NightLine Ltd,Vehicle Breakdown,2024-10-03 04:15:00,62,Low,11,True
D009472,N3,UrbanNight Express,Flooding,2024-10-21 00:09:00,123,Low,6,True
D009473,N6,UrbanNight Express,Police Incident,2024-10-14 05:34:00,69,High,15,False
D009474,N13,UrbanNight Express,Special Event,2024-10-25 03:09:00,121,Low,2,True
D009475,N6,StarRoute Services,Accident,2024-10-14 02:37:00,120,Low,8,True
D009476,N14,NightLine Ltd,Special Event,2024-12-12 01:51:00,165,Medium,7,True
D009477,N19,UrbanNight Express,Road Closure,2024-11-18 22:44:00,99,Low,1,True
D009478,N26,StarRoute Services,Road Closure,2024-10-21 02:07:00,169,Medium,19,True
D009479,N11,MidCity Transit,Vehicle Breakdown,2024-11-27 22:40:00,137,Low,6,True
D009480,N9,NightLine Ltd,Special Event,2024-11-15 04:24:00,128,Medium,14,False
D009481,N16,Capital Night Buses,Accident,2024-10-29 02:14:00,25,Low,19,True
D009482,N23,StarRoute Services,Road Closure,2024-10-17 05:32:00,60,Low,12,True
D009483,N24,NightLine Ltd,Accident,2024-11-10 23:57:00,62,Low,2,False
D009484,N13,NightLine Ltd,Special Event,2024-12-12 22:50:00,126,Medium,15,True
D009485,N6,NightLine Ltd,Flooding,2024-12-08 00:51:00,25,Low,8,True
D009486,N7,UrbanNight Express,Police Incident,2024-11-02 05:25:00,93,Low,5,True
D009487,N26,NightLine Ltd,Road Closure,2024-12-11 22:27:00,29,Low,14,True
D009488,N22,NightLine Ltd,Accident,2024-10-03 02:01:00,159,Medium,19,True
D009489,N3,StarRoute Services,Vehicle Breakdown,2024-12-16 01:21:00,6,Low,9,False
D009490,N26,NightLine Ltd,Road Closure,2024-12-17 04:17:00,172,Low,13,True
D009491,N24,StarRoute Services,Police Incident,2024-12-25 02:33:00,154,Low,4,False
D009492,N21,UrbanNight Express,Flooding,2024-12-28 23:16:00,169,Low,18,True
D009493,N5,UrbanNight Express,Police Incident,2024-10-19 23:17:00,164,Low,1,True
D009494,N1,UrbanNight Express,Police Incident,2024-12-18 05:34:00,112,Low,2,True
D009495,N4,MidCity Transit,Flooding,2024-10-03 05:33:00,88,Medium,17,True
D009496,N12,NightLine Ltd,Police Incident,2024-11-20 02:19:00,23,Low,17,True
D009497,N25,Capital Night Buses,Flooding,2024-11-14 02:41:00,157,Medium,16,True
D009498,N11,UrbanNight Express,Special Event,2024-10-28 02:01:00,18,Medium,18,True
D009499,N20,NightLine Ltd,Accident,2024-10-08 22:45:00,145,Low,1,True
D009500,N11,StarRoute Services,Special Event,2024-11-21 23:11:00,169,Low,11,True
D009501,N27,StarRoute Services,Accident,2024-10-29 01:12:00,176,Low,6,False
D009502,N3,UrbanNight Express,Vehicle Breakdown,2024-12-22 04:06:00,57,Medium,5,True
D009503,N29,StarRoute Services,Accident,2024-10-04 23:57:00,165,Medium,8,True
D009504,N9,StarRoute Services,Flooding,2024-12-16 04:53:00,83,Medium,14,True
D009505,N26,UrbanNight Express,Accident,2024-11-17 22:39:00,145,Low,17,True
D009506,N7,StarRoute Services,Vehicle Breakdown,2024-10-12 05:19:00,131,Medium,14,True
D009507,N21,Capital Night Buses,Road Closure,2024-11-11 03:18:00,97,Medium,13,True
D009508,N24,MidCity Transit,Vehicle Breakdown,2024-10-09 23:57:00,91,Medium,19,True
D009509,N21,StarRoute Services,Vehicle Breakdown,2024-10-11 23:18:00,62,Medium,12,True
D009510,N5,NightLine Ltd,Special Event,2024-11-23 22:49:00,111,Low,12,False
D009511,N16,MidCity Transit,Special Event,2024-11-23 22:16:00,153,Low,3,True
D009512,N13,NightLine Ltd,Road Closure,2024-10-07 22:52:00,153,Low,16,True
D009513,N14,UrbanNight Express,Police Incident,2024-10-18 23:54:00,163,High,15,True
D009514,N27,MidCity Transit,Accident,2024-11-01 00:59:00,167,Low,9,True
D009515,N30,StarRoute Services,Vehicle Breakdown,2024-11-16 01:10:00,60,Medium,16,True
D009516,N20,UrbanNight Express,Flooding,2024-12-31 05:30:00,14,Medium,4,True
D009517,N13,Capital Night Buses,Police Incident,2024-11-23 22:41:00,98,Low,14,True
D009518,N12,StarRoute Services,Road Closure,2024-10-21 00:32:00,5,Low,1,True
D009519,N16,StarRoute Services,Police Incident,2024-10-12 03:22:00,17,High,4,True
D009520,N23,NightLine Ltd,Flooding,2024-10-04 04:46:00,59,Medium,18,True
D009521,N3,Capital Night Buses,Road Closure,2024-12-05 00:37:00,160,Low,13,True
D009522,N3,StarRoute Services,Road Closure,2024-10-26 22:29:00,34,Low,15,True
D009523,N26,UrbanNight Express,Accident,2024-12-04 00:21:00,175,Medium,12,True
D009524,N30,NightLine Ltd,Police Incident,2024-10-31 01:36:00,58,Medium,9,True
D009525,N19,NightLine Ltd,Flooding,2024-11-07 03:59:00,30,Low,17,True
D009526,N22,Capital Night Buses,Accident,2024-10-09 04:52:00,175,Medium,8,True
D009527,N12,Capital Night Buses,Special Event,2024-12-18 00:18:00,47,Low,4,True
D009528,N10,StarRoute Services,Vehicle Breakdown,2024-11-29 22:19:00,178,High,16,True
D009529,N9,UrbanNight Express,Vehicle Breakdown,2024-11-22 02:54:00,98,Low,18,True
D009530,N12,NightLine Ltd,Vehicle Breakdown,2024-10-23 01:22:00,127,High,7,True
D009531,N30,UrbanNight Express,Accident,2024-10-10 03:58:00,145,Medium,8,True
D009532,N29,Capital Night Buses,Special Event,2024-12-04 22:09:00,25,Low,6,True
D009533,N27,MidCity Transit,Vehicle Breakdown,2024-11-13 22:12:00,85,Medium,9,False
D009534,N10,StarRoute Services,Vehicle Breakdown,2024-12-28 03:43:00,98,Low,11,True
D009535,N12,MidCity Transit,Road Closure,2024-12-22 02:15:00,107,Low,17,True
D009536,N22,StarRoute Services,Accident,2024-11-16 23:46:00,55,Low,11,False
D009537,N8,StarRoute Services,Flooding,2024-12-29 01:45:00,97,Low,16,True
D009538,N20,UrbanNight Express,Flooding,2024-10-28 23:20:00,135,Low,6,True
D009539,N25,NightLine Ltd,Vehicle Breakdown,2024-10-09 04:55:00,42,High,16,True
D009540,N20,UrbanNight Express,Vehicle Breakdown,2024-11-04 03:08:00,91,Low,9,True
D009541,N16,NightLine Ltd,Road Closure,2024-12-23 05:33:00,42,High,10,False
D009542,N21,UrbanNight Express,Flooding,2024-10-04 23:17:00,96,Low,13,True
D009543,N18,NightLine Ltd,Police Incident,2024-10-17 00:13:00,85,Low,9,True
D009544,N15,UrbanNight Express,Special Event,2024-11-24 22:15:00,117,Medium,7,True
D009545,N6,MidCity Transit,Flooding,2024-10-18 03:50:00,23,Medium,11,True
D009546,N10,Capital Night Buses,Accident,2024-12-14 22:06:00,65,Low,19,False
D009547,N1,UrbanNight Express,Vehicle Breakdown,2024-12-07 23:56:00,49,Low,17,True
D009548,N22,MidCity Transit,Special Event,2024-10-01 00:01:00,48,Medium,16,True
D009549,N24,MidCity Transit,Road Closure,2024-10-09 00:38:00,145,Medium,2,True
D009550,N14,MidCity Transit,Police Incident,2024-11-26 01:30:00,67,Medium,19,True
D009551,N21,UrbanNight Express,Vehicle Breakdown,2024-10-02 00:23:00,9,High,6,False
D009552,N25,StarRoute Services,Flooding,2024-12-11 05:22:00,8,Low,9,False
D009553,N11,NightLine Ltd,Police Incident,2024-12-26 23:51:00,154,Medium,6,False
D009554,N10,StarRoute Services,Vehicle Breakdown,2024-10-04 01:50:00,98,Medium,9,True
D009555,N8,StarRoute Services,Vehicle Breakdown,2024-10-07 00:47:00,104,Low,6,True
D009556,N11,StarRoute Services,Flooding,2024-12-24 22:19:00,9,Medium,4,True
D009557,N13,StarRoute Services,Special Event,2024-12-04 22:58:00,30,Medium,17,True
D009558,N15,NightLine Ltd,Police Incident,2024-11-04 02:40:00,61,Low,11,True
D009559,N9,MidCity Transit,Road Closure,2024-12-08 04:19:00,146,Medium,18,True
D009560,N9,Capital Night Buses,Special Event,2024-12-03 04:12:00,153,Low,5,False
D009561,N13,UrbanNight Express,Flooding,2024-10-09 23:45:00,21,Low,18,True
D009562,N28,MidCity Transit,Road Closure,2024-10-31 00:44:00,100,Low,6,True
D009563,N5,NightLine Ltd,Special Event,2024-11-14 04:39:00,114,Low,5,True
D009564,N1,NightLine Ltd,Accident,2024-11-07 01:14:00,99,Low,9,True
D009565,N22,UrbanNight Express,Vehicle Breakdown,2024-10-04 23:07:00,164,Low,17,False
D009566,N23,Capital Night Buses,Vehicle Breakdown,2024-11-17 23:37:00,94,Medium,14,True
D009567,N4,StarRoute Services,Vehicle Breakdown,2024-11-14 03:23:00,66,Low,18,True
D009568,N22,Capital Night Buses,Vehicle Breakdown,2024-11-19 04:49:00,151,Medium,5,True
D009569,N28,StarRoute Services,Special Event,2024-11-14 05:36:00,113,Medium,4,True
D009570,N29,NightLine Ltd,Special Event,2024-10-14 23:39:00,171,Low,13,True
D009571,N1,UrbanNight Express,Road Closure,2024-10-03 05:56:00,177,Medium,14,True
D009572,N4,NightLine Ltd,Vehicle Breakdown,2024-11-14 23:56:00,132,Low,16,False
D009573,N14,UrbanNight Express,Accident,2024-10-30 04:51:00,147,Low,9,True
D009574,N26,UrbanNight Express,Special Event,2024-11-18 00:53:00,30,Low,15,True
D009575,N10,MidCity Transit,Special Event,2024-10-05 04:19:00,71,Low,9,True
D009576,N24,NightLine Ltd,Flooding,2024-11-11 05:04:00,28,Low,13,True
D009577,N23,NightLine Ltd,Special Event,2024-12-06 00:24:00,111,High,10,True
D009578,N22,MidCity Transit,Vehicle Breakdown,2024-12-26 23:51:00,52,Medium,10,True
D009579,N21,StarRoute Services,Accident,2024-11-19 02:33:00,22,Medium,1,True
D009580,N27,NightLine Ltd,Accident,2024-10-14 03:56:00,66,Low,2,True
D009581,N4,NightLine Ltd,Police Incident,2024-12-29 04:11:00,10,Medium,17,False
D009582,N24,Capital Night Buses,Road Closure,2024-11-29 05:08:00,112,Low,15,True
D009583,N6,UrbanNight Express,Road Closure,2024-12-27 02:11:00,52,Medium,10,True
D009584,N21,StarRoute Services,Vehicle Breakdown,2024-10-15 05:23:00,120,Low,14,True
D009585,N1,MidCity Transit,Special Event,2024-12-22 03:13:00,149,High,15,True
D009586,N5,StarRoute Services,Road Closure,2024-10-26 22:29:00,11,Low,10,True
D009587,N22,StarRoute Services,Vehicle Breakdown,2024-12-28 00:21:00,174,Medium,7,True
D009588,N10,NightLine Ltd,Accident,2024-10-03 04:51:00,40,Medium,17,True
D009589,N19,MidCity Transit,Vehicle Breakdown,2024-10-08 23:16:00,97,Medium,5,True
D009590,N25,StarRoute Services,Flooding,2024-11-02 03:38:00,50,Medium,9,False
D009591,N27,MidCity Transit,Police Incident,2024-11-18 04:41:00,154,Low,11,True
D009592,N17,StarRoute Services,Road Closure,2024-10-24 23:59:00,148,Medium,4,False
D009593,N3,StarRoute Services,Police Incident,2024-12-06 04:31:00,32,Medium,3,True
D009594,N7,UrbanNight Express,Vehicle Breakdown,2024-12-21 23:39:00,144,Low,17,True
D009595,N18,UrbanNight Express,Flooding,2024-10-08 01:35:00,110,Medium,18,True
D009596,N12,NightLine Ltd,Police Incident,2024-10-18 02:38:00,49,Low,1,True
D009597,N23,NightLine Ltd,Special Event,2024-12-02 05:19:00,37,Low,14,True
D009598,N5,UrbanNight Express,Road Closure,2024-11-08 23:33:00,62,Low,8,True
D009599,N20,NightLine Ltd,Accident,2024-12-29 05:27:00,10,Medium,15,True
D009600,N17,NightLine Ltd,Flooding,2024-12-31 04:43:00,65,Medium,2,False
D009601,N19,NightLine Ltd,Accident,2024-10-18 23:04:00,83,Low,9,True
D009602,N26,StarRoute Services,Special Event,2024-11-22 01:40:00,128,Medium,13,True
D009603,N3,Capital Night Buses,Road Closure,2024-12-22 05:46:00,30,High,14,True
D009604,N22,UrbanNight Express,Vehicle Breakdown,2024-11-14 04:00:00,28,Medium,1,True
D009605,N10,UrbanNight Express,Special Event,2024-10-23 05:02:00,58,Low,1,True
D009606,N19,StarRoute Services,Accident,2024-11-03 02:24:00,38,Low,11,True
D009607,N11,UrbanNight Express,Road Closure,2024-11-02 02:44:00,172,High,12,True
D009608,N3,UrbanNight Express,Road Closure,2024-12-09 03:13:00,47,Low,3,True
D009609,N26,Capital Night Buses,Road Closure,2024-11-07 05:58:00,23,High,6,True
D009610,N9,NightLine Ltd,Police Incident,2024-12-26 01:03:00,13,Medium,2,True
D009611,N2,NightLine Ltd,Police Incident,2024-12-27 05:50:00,48,Low,7,True
D009612,N15,UrbanNight Express,Police Incident,2024-12-25 04:16:00,119,Low,7,True
D009613,N12,Capital Night Buses,Accident,2024-10-21 00:42:00,18,Low,6,False
D009614,N24,Capital Night Buses,Accident,2024-10-21 04:23:00,10,Low,2,True
D009615,N27,Capital Night Buses,Special Event,2024-10-19 03:42:00,22,Low,14,True
D009616,N17,StarRoute Services,Flooding,2024-12-28 23:08:00,98,Low,10,True
D009617,N26,MidCity Transit,Police Incident,2024-12-05 23:23:00,10,Low,6,True
D009618,N17,NightLine Ltd,Flooding,2024-10-10 05:48:00,140,High,12,True
D009619,N6,UrbanNight Express,Road Closure,2024-10-31 04:34:00,51,Medium,1,False
D009620,N16,UrbanNight Express,Special Event,2024-12-19 01:26:00,27,Low,19,True
D009621,N17,NightLine Ltd,Road Closure,2024-11-02 23:43:00,69,Medium,15,True
D009622,N12,UrbanNight Express,Road Closure,2024-12-19 23:06:00,114,Low,17,True
D009623,N28,UrbanNight Express,Vehicle Breakdown,2024-10-20 05:24:00,20,Medium,17,True
D009624,N26,StarRoute Services,Special Event,2024-10-26 00:10:00,136,High,3,False
D009625,N20,NightLine Ltd,Special Event,2024-12-30 01:08:00,131,Medium,8,True
D009626,N22,NightLine Ltd,Special Event,2024-12-16 01:50:00,56,Low,1,True
D009627,N25,StarRoute Services,Road Closure,2024-10-06 02:41:00,77,Low,6,True
D009628,N4,UrbanNight Express,Police Incident,2024-11-22 22:45:00,19,Low,7,True
D009629,N15,NightLine Ltd,Flooding,2024-11-05 00:07:00,35,Medium,7,True
D009630,N21,NightLine Ltd,Vehicle Breakdown,2024-10-19 03:12:00,93,Low,10,True
D009631,N23,Capital Night Buses,Road Closure,2024-10-31 04:44:00,84,Low,10,True
D009632,N26,Capital Night Buses,Road Closure,2024-11-27 00:40:00,91,Medium,13,True
D009633,N6,UrbanNight Express,Special Event,2024-12-13 04:28:00,142,Low,11,False
D009634,N25,Capital Night Buses,Flooding,2024-10-07 01:48:00,177,Medium,18,True
D009635,N20,NightLine Ltd,Vehicle Breakdown,2024-12-25 22:21:00,13,Low,6,True
D009636,N4,MidCity Transit,Road Closure,2024-10-31 04:22:00,168,Low,5,True
D009637,N26,StarRoute Services,Special Event,2024-11-06 00:00:00,43,Low,13,True
D009638,N17,Capital Night Buses,Accident,2024-10-30 05:08:00,77,Low,17,True
D009639,N8,StarRoute Services,Vehicle Breakdown,2024-12-30 01:32:00,167,High,6,True
D009640,N17,Capital Night Buses,Flooding,2024-12-21 00:02:00,46,Medium,16,True
D009641,N8,NightLine Ltd,Police Incident,2024-12-03 23:36:00,65,Low,2,True
D009642,N6,UrbanNight Express,Accident,2024-10-17 22:40:00,132,High,8,True
D009643,N22,UrbanNight Express,Special Event,2024-10-28 05:06:00,65,Low,6,True
D009644,N11,MidCity Transit,Police Incident,2024-11-02 01:51:00,100,Medium,12,True
D009645,N27,Capital Night Buses,Accident,2024-12-30 05:28:00,135,Low,19,False
D009646,N1,StarRoute Services,Police Incident,2024-12-12 05:49:00,151,Low,12,True
D009647,N14,StarRoute Services,Special Event,2024-11-23 02:24:00,161,Low,13,True
D009648,N18,UrbanNight Express,Special Event,2024-11-22 00:43:00,80,High,7,False
D009649,N29,NightLine Ltd,Special Event,2024-10-06 02:29:00,87,Medium,15,True
D009650,N3,MidCity Transit,Accident,2024-11-02 02:09:00,177,High,3,False
D009651,N14,UrbanNight Express,Police Incident,2024-11-08 01:39:00,117,Low,4,True
D009652,N6,StarRoute Services,Vehicle Breakdown,2024-10-08 03:51:00,148,Low,2,False
D009653,N1,StarRoute Services,Vehicle Breakdown,2024-10-27 04:16:00,164,High,10,True
D009654,N14,StarRoute Services,Police Incident,2024-12-25 02:51:00,179,Low,13,True
D009655,N18,StarRoute Services,Vehicle Breakdown,2024-10-24 22:20:00,145,High,3,True
D009656,N13,StarRoute Services,Accident,2024-12-24 05:26:00,166,Low,11,True
D009657,N27,Capital Night Buses,Police Incident,2024-12-10 02:29:00,94,Low,7,False
D009658,N13,Capital Night Buses,Accident,2024-10-03 22:12:00,30,Low,8,False
D009659,N24,StarRoute Services,Special Event,2024-10-09 04:40:00,58,Low,18,True
D009660,N27,MidCity Transit,Police Incident,2024-11-08 00:42:00,119,Medium,1,True
D009661,N17,NightLine Ltd,Road Closure,2024-11-09 05:00:00,67,Medium,1,True
D009662,N15,MidCity Transit,Vehicle Breakdown,2024-12-28 01:52:00,53,Low,13,False
D009663,N15,Capital Night Buses,Accident,2024-11-24 22:11:00,29,Medium,7,True
D009664,N26,NightLine Ltd,Road Closure,2024-11-18 03:41:00,45,Medium,14,False
D009665,N17,UrbanNight Express,Vehicle Breakdown,2024-12-24 05:26:00,108,Low,8,True
D009666,N9,MidCity Transit,Accident,2024-11-05 04:45:00,172,High,5,True
D009667,N29,NightLine Ltd,Flooding,2024-12-04 02:21:00,116,Medium,2,False
D009668,N24,Capital Night Buses,Police Incident,2024-10-28 01:34:00,88,Medium,3,True
D009669,N19,StarRoute Services,Road Closure,2024-12-12 05:37:00,6,Low,6,True
D009670,N6,StarRoute Services,Vehicle Breakdown,2024-12-02 01:30:00,8,Low,6,False
D009671,N3,NightLine Ltd,Road Closure,2024-10-21 01:00:00,178,Medium,3,False
